Wall time,Step,Value
1575502968.851698,4220,0.4300000071525574
1575503145.569826,4350,0.4466666579246521
1575503176.421732,4375,0.43166667222976685
1575503188.373025,4385,0.4300000071525574
1575503229.019063,4415,0.43166667222976685
1575503283.79639,4455,0.41999998688697815
1575503329.274411,4485,0.4266666769981384
1575503357.110168,4505,0.42500001192092896
1575503408.512914,4540,0.4266666769981384
1575503424.852037,4550,0.41499999165534973
1575503465.478064,4580,0.4099999964237213
1575503479.82141,4590,0.40666666626930237
1575503577.362707,4660,0.4183333218097687
1575503584.105966,4665,0.4216666519641876
1575503655.335199,4715,0.4516666531562805
1575503673.530836,4730,0.4399999976158142
1575503735.177307,4775,0.4416666626930237
1575503759.833872,4795,0.4350000023841858
1575503780.454848,4810,0.4300000071525574
1575503786.742563,4815,0.42500001192092896
1575503846.954102,4860,0.4266666769981384
1575503853.241489,4865,0.4266666769981384
1575503894.917795,4895,0.40666666626930237
1575503901.895201,4900,0.40833333134651184
1575503934.117176,4925,0.41499999165534973
1575504015.714836,4985,0.4300000071525574
1575504058.175586,5015,0.40166667103767395
1575504079.445153,5030,0.39666667580604553
1575504145.27126,5075,0.398333340883255
1575504163.406179,5090,0.3866666555404663
1575504217.523175,5130,0.4033333361148834
1575504304.748516,5190,0.4350000023841858
1575504355.989985,5225,0.4266666769981384
1575504442.360982,5290,0.4000000059604645
1575504481.422022,5320,0.40833333134651184
1575504500.844884,5335,0.40833333134651184
1575504513.770994,5345,0.40833333134651184
1575504545.13224,5365,0.4116666615009308
1575504572.824012,5385,0.4116666615009308
1575504587.618461,5395,0.4233333468437195
1575504624.157702,5420,0.4266666769981384
1575504631.945723,5425,0.4266666769981384
1575504694.065797,5470,0.4483333230018616
1575504738.861226,5500,0.4516666531562805
1575504763.400654,5520,0.43833333253860474
1575504771.473522,5525,0.43666666746139526
1575504834.738007,5575,0.44333332777023315
1575504869.38049,5600,0.4399999976158142
1575504961.963343,5670,0.43166667222976685
1575505111.27587,5780,0.4166666567325592
1575505117.349231,5785,0.4166666567325592
1575505144.75558,5805,0.41333332657814026
1575505150.693952,5810,0.41333332657814026
1575505158.314839,5815,0.4050000011920929
1575505286.438649,5905,0.4099999964237213
1575505367.083159,5965,0.4449999928474426
1575505372.529421,5970,0.43166667222976685
1575505410.713112,6000,0.4283333420753479
1575505425.129382,6010,0.4266666769981384
1575505458.768881,6035,0.4266666769981384
1575505635.449842,6165,0.4399999976158142
1575505646.856731,6175,0.4300000071525574
1575505711.788621,6225,0.4216666519641876
1575505784.652653,6280,0.41499999165534973
1575505805.851079,6295,0.41999998688697815
1575505825.206084,6310,0.4233333468437195
1575505955.549267,6410,0.4300000071525574
1575505996.25592,6440,0.4266666769981384
1575506044.194017,6475,0.43833333253860474
1575506087.391349,6505,0.4466666579246521
1575506156.627291,6555,0.4516666531562805
1575506195.586624,6585,0.46833333373069763
1575506216.672189,6600,0.46666666865348816
1575506274.155164,6640,0.4300000071525574
1575506294.096404,6655,0.4216666519641876
1575506313.152048,6670,0.41499999165534973
1575506332.25234,6685,0.4050000011920929
1575506338.923738,6690,0.3916666805744171
1575506467.274659,6780,0.40666666626930237
1575506575.643119,6855,0.43666666746139526
1575506676.801266,6930,0.41999998688697815
1575506697.097749,6945,0.4116666615009308
1575506704.220251,6950,0.40833333134651184
1575506717.38917,6960,0.4099999964237213
1575506722.756159,6965,0.41333332657814026
1575506870.15429,7075,0.41499999165534973
1575506902.211227,7100,0.40666666626930237
1575506922.838532,7115,0.4233333468437195
1575506949.604565,7135,0.43666666746139526
1575506962.508684,7145,0.44333332777023315
1575506987.331433,7165,0.4350000023841858
1575507015.410027,7185,0.42500001192092896
1575507041.966136,7205,0.4233333468437195
1575507213.003432,7330,0.4216666519641876
1575507219.646194,7335,0.4233333468437195
1575507285.683689,7390,0.38999998569488525
1575507338.856374,7430,0.4183333218097687
1575507345.402055,7435,0.41999998688697815
1575507366.469844,7450,0.4283333420753479
1575507379.499868,7460,0.4350000023841858
1575507446.380165,7510,0.4533333480358124
1575507493.822877,7545,0.4300000071525574
1575507597.473639,7620,0.4216666519641876
1575507604.477238,7625,0.4233333468437195
1575507624.078786,7640,0.43166667222976685
1575507782.172577,7760,0.43166667222976685
1575507789.403495,7765,0.4416666626930237
1575507802.063166,7775,0.4300000071525574
1575507848.088706,7810,0.4233333468437195
1575507900.137684,7845,0.41999998688697815
1575507906.731178,7850,0.4166666567325592
1575507966.632518,7895,0.4333333373069763
1575508009.172212,7925,0.4516666531562805
1575508036.745348,7945,0.4533333480358124
1575508097.558459,7990,0.4650000035762787
1575508143.049147,8025,0.4749999940395355
1575508150.27308,8030,0.46833333373069763
1575508182.026622,8055,0.47833332419395447
1575508237.119753,8095,0.46000000834465027
1575508297.843414,8140,0.4449999928474426
1575508304.562305,8145,0.44333332777023315
1575508333.455912,8165,0.43833333253860474
1575508369.153702,8190,0.4399999976158142
1575508389.675438,8205,0.45500001311302185
1575508422.94009,8230,0.4350000023841858
1575508442.114668,8245,0.4216666519641876
1575508466.914533,8265,0.4350000023841858
1575508525.16446,8305,0.4216666519641876
1575508577.253814,8345,0.4449999928474426
1575508600.963802,8365,0.4449999928474426
1575508619.102757,8380,0.4566666781902313
1575508663.81769,8415,0.4483333230018616
1575508722.514806,8460,0.46166667342185974
1575508748.00588,8480,0.46166667342185974
1575508754.909883,8485,0.46166667342185974
1575508763.406304,8490,0.46833333373069763
1575508778.341672,8500,0.4716666638851166
1575508800.830112,8515,0.47999998927116394
1575508848.140617,8550,0.4449999928474426
1575508906.225109,8595,0.41999998688697815
1575508974.972362,8645,0.4216666519641876
1575509002.371106,8665,0.4183333218097687
1575509015.168155,8675,0.4283333420753479
1575509034.554314,8690,0.4283333420753479
1575509067.139343,8715,0.4300000071525574
1575509085.776778,8730,0.4350000023841858
1575509091.399729,8735,0.4399999976158142
1575509098.851154,8740,0.43166667222976685
1575509128.387021,8765,0.42500001192092896
1575509229.895023,8835,0.4300000071525574
1575509289.566379,8880,0.4416666626930237
1575509330.999732,8910,0.4333333373069763
1575509378.166907,8945,0.4399999976158142
1575509385.620122,8950,0.44333332777023315
1575509440.754195,8995,0.4350000023841858
1575509487.504638,9030,0.4216666519641876
1575509570.249142,9090,0.4300000071525574
1575509629.756758,9135,0.43666666746139526
1575509654.144818,9155,0.4300000071525574
1575509726.415575,9205,0.4483333230018616
1575509754.634475,9225,0.4416666626930237
1575509787.411797,9250,0.43666666746139526
1575509816.664044,9270,0.4300000071525574
1575509904.140834,9335,0.4183333218097687
1575509924.760925,9350,0.42500001192092896
1575509963.124738,9380,0.4233333468437195
1575509969.681292,9385,0.4283333420753479
1575509975.836882,9390,0.43166667222976685
1575510207.996247,9560,0.4183333218097687
1575510249.1538,9590,0.4099999964237213
1575510293.904596,9625,0.41499999165534973
1575510332.537944,9655,0.4333333373069763
1575510359.246876,9675,0.45500001311302185
1575510373.433691,9685,0.4566666781902313
1575510385.998323,9695,0.46666666865348816
1575510425.613966,9725,0.4516666531562805
1575510444.468729,9740,0.4300000071525574
1575510458.574019,9750,0.4333333373069763
1575510477.785575,9765,0.43833333253860474
1575510570.808659,9840,0.44999998807907104
1575510584.715262,9850,0.4466666579246521
1575510664.802887,9910,0.43166667222976685
1575510671.363019,9915,0.4283333420753479
1575510678.184537,9920,0.41999998688697815
1575510781.522312,9990,0.4449999928474426
1575510809.583058,10010,0.4333333373069763
1575510838.817117,10030,0.4566666781902313
1575510866.414551,10050,0.47999998927116394
1575510894.627779,10070,0.4716666638851166
1575510925.047157,10090,0.4650000035762787
1575510983.00653,10130,0.4466666579246521
1575510995.537577,10140,0.4466666579246521
1575511013.412594,10155,0.44333332777023315
1575511031.491378,10170,0.43833333253860474
1575511049.955936,10185,0.4350000023841858
1575511082.218421,10210,0.4283333420753479
1575511204.100507,10305,0.4283333420753479
1575511283.821009,10365,0.4749999940395355
1575511289.959301,10370,0.47833332419395447
1575511311.485643,10385,0.46666666865348816
1575511317.669508,10390,0.4533333480358124
1575511330.333462,10400,0.46166667342185974
1575511344.265366,10410,0.4483333230018616
1575511371.424339,10430,0.4300000071525574
1575511396.888466,10450,0.4283333420753479
1575511434.316559,10475,0.4233333468437195
1575511449.380149,10485,0.4300000071525574
1575511554.925623,10560,0.4466666579246521
1575511583.28295,10580,0.45500001311302185
1575511632.48604,10615,0.4866666793823242
1575511639.88964,10620,0.49166667461395264
1575511765.930235,10710,0.4216666519641876
1575511787.658246,10725,0.4350000023841858
1575511793.797259,10730,0.43833333253860474
1575511822.14551,10750,0.4399999976158142
1575511835.793503,10760,0.45500001311302185
1575511872.13785,10785,0.4483333230018616
1575511932.229531,10830,0.44333332777023315
1575511959.847621,10850,0.4350000023841858
1575511971.827143,10860,0.4300000071525574
1575511985.229842,10870,0.4399999976158142
1575512010.415191,10890,0.44333332777023315
1575512074.403293,10940,0.4300000071525574
1575512086.599628,10950,0.42500001192092896
1575512100.068536,10960,0.4333333373069763
1575512108.177344,10965,0.4399999976158142
1575512135.743716,10985,0.43166667222976685
1575512153.690287,11000,0.40666666626930237
1575512204.971886,11040,0.4283333420753479
1575512232.361152,11060,0.43166667222976685
1575512328.034703,11130,0.43833333253860474
1575512354.777556,11150,0.4333333373069763
1575512366.877986,11160,0.43166667222976685
1575512398.434718,11185,0.4449999928474426
1575512405.946425,11190,0.44333332777023315
1575512419.405752,11200,0.4466666579246521
1575512439.903657,11215,0.44999998807907104
1575512451.018177,11225,0.4449999928474426
1575512465.253864,11235,0.4516666531562805
1575512470.953201,11240,0.4466666579246521
1575512517.118098,11275,0.45500001311302185
1575512536.151164,11290,0.4533333480358124
1575512568.625677,11315,0.4566666781902313
1575512699.917345,11410,0.4350000023841858
1575512769.081849,11460,0.4333333373069763
1575512811.656904,11490,0.4449999928474426
1575512854.702394,11520,0.44999998807907104
1575512883.492817,11540,0.43666666746139526
1575512890.871088,11545,0.4333333373069763
1575512966.268473,11600,0.4283333420753479
1575512972.34651,11605,0.4300000071525574
1575512984.459025,11615,0.4183333218097687
1575513075.056711,11680,0.44333332777023315
1575513143.025393,11730,0.46000000834465027
1575513205.490715,11775,0.4416666626930237
1575513318.190733,11860,0.4449999928474426
1575513438.508736,11950,0.41999998688697815
1575513445.547789,11955,0.41499999165534973
1575513460.054228,11965,0.41499999165534973
1575513518.830894,12005,0.4099999964237213
1575513533.470362,12015,0.4266666769981384
1575513558.848787,12035,0.4233333468437195
1575513631.431774,12085,0.44333332777023315
1575513691.808981,12125,0.4466666579246521
1575513699.779164,12130,0.4449999928474426
1575513774.157222,12185,0.4350000023841858
1575513829.546564,12225,0.4266666769981384
1575513868.056865,12255,0.41499999165534973
1575513873.971069,12260,0.41333332657814026
1575513886.389209,12270,0.41499999165534973
1575513899.717099,12280,0.4233333468437195
1575513933.878956,12305,0.4266666769981384
1575514103.391338,12430,0.46833333373069763
1575514109.609197,12435,0.4650000035762787
1575514179.131597,12485,0.46166667342185974
1575514192.10647,12495,0.4566666781902313
1575514217.638528,12515,0.44333332777023315
1575514223.766308,12520,0.43833333253860474
1575514310.885657,12590,0.4333333373069763
1575514348.788795,12620,0.43833333253860474
1575514380.471817,12645,0.4449999928474426
1575514394.568656,12655,0.44333332777023315
1575514408.968476,12665,0.44999998807907104
1575514423.278614,12675,0.44999998807907104
1575514505.652331,12740,0.44999998807907104
1575514534.500406,12760,0.44333332777023315
1575514547.732014,12770,0.4416666626930237
1575514567.111039,12785,0.4483333230018616
1575514629.094833,12830,0.4533333480358124
1575514635.52696,12835,0.44999998807907104
1575514705.785403,12885,0.4466666579246521
1575514719.794667,12895,0.44999998807907104
1575514802.80829,12955,0.4466666579246521
1575514809.814789,12960,0.4466666579246521
1575514816.299024,12965,0.43833333253860474
1575514841.625582,12985,0.4300000071525574
1575514870.256934,13005,0.43833333253860474
1575514908.231875,13035,0.4300000071525574
1575515025.300538,13120,0.4716666638851166
1575515064.406791,13150,0.4716666638851166
1575515071.299766,13155,0.476666659116745
1575515124.341771,13195,0.46000000834465027
1575515162.947127,13225,0.4566666781902313
1575515202.628683,13255,0.4466666579246521
1575515234.953564,13280,0.45500001311302185
1575515361.131885,13375,0.4416666626930237
1575515387.602524,13395,0.41333332657814026
1575515400.987279,13405,0.40833333134651184
1575515431.758726,13430,0.4000000059604645
1575515468.061236,13455,0.39666667580604553
1575515553.62483,13520,0.43833333253860474
1575515596.223126,13555,0.4416666626930237
1575515697.362932,13630,0.4266666769981384
1575515778.248986,13690,0.4266666769981384
1575515798.253761,13705,0.41999998688697815
1575515841.379727,13735,0.43166667222976685
1575515902.05498,13775,0.46666666865348816
1575515908.31866,13780,0.4699999988079071
1575515914.456464,13785,0.46666666865348816
1575515920.33121,13790,0.4633333384990692
1575515980.57859,13835,0.4716666638851166
1575516137.091134,13950,0.43166667222976685
1575516144.834932,13955,0.43666666746139526
1575516152.433422,13960,0.44333332777023315
1575516201.938832,13995,0.4483333230018616
1575516278.807713,14050,0.44999998807907104
1575516293.338151,14060,0.4416666626930237
1575516375.116896,14120,0.4516666531562805
1575516380.972713,14125,0.4533333480358124
1575516401.208492,14140,0.4516666531562805
1575516415.328537,14150,0.4583333432674408
1575516421.925164,14155,0.4516666531562805
1575516434.800528,14165,0.43833333253860474
1575516567.750501,14260,0.45500001311302185
1575516621.470924,14300,0.4533333480358124
1575516700.160281,14360,0.4416666626930237
1575516707.671221,14365,0.4399999976158142
1575516761.662972,14405,0.4466666579246521
1575516771.047486,14410,0.44999998807907104
1575516813.178326,14440,0.46000000834465027
1575516835.7527,14455,0.47999998927116394
1575516877.062947,14485,0.47333332896232605
1575516889.922461,14495,0.4650000035762787
1575516901.086658,14505,0.46666666865348816
1575517021.810969,14590,0.41999998688697815
1575517038.179791,14600,0.4183333218097687
1575517044.46861,14605,0.4216666519641876
1575517049.469439,14610,0.41499999165534973
1575517126.530069,14665,0.45500001311302185
1575517242.658964,14755,0.42500001192092896
1575517356.257349,14840,0.4650000035762787
1575517406.945564,14875,0.4633333384990692
1575517413.714798,14880,0.46000000834465027
1575517434.212639,14895,0.4466666579246521
1575517540.402193,14975,0.46166667342185974
1575517568.073496,14995,0.47999998927116394
1575517600.158816,15020,0.46833333373069763
1575517613.47924,15030,0.46833333373069763
1575517626.486464,15040,0.4699999988079071
1575517638.820912,15050,0.4699999988079071
1575517651.17923,15060,0.46666666865348816
1575517675.477684,15080,0.4483333230018616
1575517682.381671,15085,0.4533333480358124
1575517755.474986,15140,0.4449999928474426
1575517774.913585,15155,0.4350000023841858
1575517830.398673,15195,0.4050000011920929
1575517851.153649,15210,0.4000000059604645
1575517858.587772,15215,0.398333340883255
1575517913.034595,15255,0.398333340883255
1575518016.419785,15330,0.42500001192092896
1575518029.594566,15340,0.43166667222976685
1575518043.180458,15350,0.43666666746139526
1575518056.690951,15360,0.4300000071525574
1575518157.018774,15435,0.4350000023841858
1575518245.688764,15500,0.4399999976158142
1575518396.27478,15615,0.44333332777023315
1575518503.980659,15690,0.4583333432674408
1575518510.928119,15695,0.46000000834465027
1575518553.328567,15725,0.4516666531562805
1575518560.191918,15730,0.4533333480358124
1575518574.149451,15740,0.4533333480358124
1575518596.119676,15755,0.4583333432674408
1575518629.908527,15780,0.4650000035762787
1575518659.172189,15800,0.4583333432674408
1575518673.710791,15810,0.45500001311302185
1575518780.797832,15890,0.4166666567325592
1575518857.539908,15945,0.43833333253860474
1575518903.857402,15980,0.4166666567325592
1575518909.552636,15985,0.4166666567325592
1575518955.353763,16020,0.41499999165534973
1575518974.103628,16035,0.4050000011920929
1575519143.825652,16155,0.43166667222976685
1575519162.601235,16170,0.44999998807907104
1575519208.430047,16205,0.4416666626930237
1575519229.935506,16220,0.43666666746139526
1575519236.901196,16225,0.4350000023841858
1575519251.453257,16235,0.43666666746139526
1575519256.928391,16240,0.4300000071525574
1575519397.814271,16340,0.43833333253860474
1575519429.843742,16365,0.4516666531562805
1575519489.795763,16410,0.43666666746139526
1575519503.42194,16420,0.43833333253860474
1575519515.910742,16430,0.4350000023841858
1575519560.967815,16465,0.4399999976158142
1575519647.327801,16530,0.43166667222976685
1575519661.919536,16540,0.43166667222976685
1575519702.765683,16570,0.4333333373069763
1575519755.829117,16610,0.43166667222976685
1575519794.736182,16640,0.4183333218097687
1575519801.61721,16645,0.4266666769981384
1575519833.906841,16670,0.41999998688697815
1575519867.724525,16695,0.4216666519641876
1575519916.583502,16730,0.43666666746139526
1575519998.891652,16790,0.4466666579246521
1575520026.810701,16810,0.44333332777023315
1575520113.760815,16875,0.4233333468437195
1575520126.242205,16885,0.42500001192092896
1575520139.188828,16895,0.41999998688697815
1575520159.282159,16910,0.41499999165534973
1575520194.278235,16935,0.43166667222976685
1575520311.198911,17020,0.4533333480358124
1575520343.782783,17045,0.4449999928474426
1575520468.214818,17135,0.46166667342185974
1575520494.534445,17155,0.46000000834465027
1575520513.138499,17170,0.46000000834465027
1575520546.976229,17195,0.4483333230018616
1575520593.778395,17230,0.4583333432674408
1575520621.222135,17250,0.4466666579246521
1575520634.265362,17260,0.4399999976158142
1575520675.031857,17290,0.43666666746139526
1575520681.997018,17295,0.43166667222976685
1575520721.438036,17325,0.4333333373069763
1575520770.593472,17360,0.44333332777023315
1575520810.387371,17390,0.46666666865348816
1575520831.303125,17405,0.47833332419395447
1575520869.118451,17435,0.476666659116745
1575520945.631151,17490,0.4566666781902313
1575520959.256461,17500,0.4399999976158142
1575521032.146415,17550,0.44999998807907104
1575521050.885069,17565,0.46000000834465027
1575521063.214666,17575,0.4516666531562805
1575521099.25032,17600,0.46166667342185974
1575521205.900713,17680,0.4633333384990692
1575521221.25857,17690,0.46000000834465027
1575521265.942855,17720,0.44999998807907104
1575521294.31215,17740,0.4633333384990692
1575521307.756645,17750,0.45500001311302185
1575521402.603131,17820,0.4449999928474426
1575521483.18904,17880,0.4583333432674408
1575521520.459825,17905,0.44999998807907104
1575521603.598746,17965,0.43833333253860474
1575521610.238892,17970,0.44333332777023315
1575521651.259109,18000,0.4566666781902313
1575521659.742394,18005,0.46166667342185974
1575521757.244006,18075,0.4516666531562805
1575521785.538179,18095,0.4566666781902313
1575521800.952189,18105,0.46000000834465027
1575521814.641466,18115,0.46000000834465027
1575521837.574898,18130,0.4716666638851166
1575521857.596129,18145,0.46666666865348816
1575521975.885897,18230,0.44333332777023315
1575522050.683816,18285,0.476666659116745
1575522057.359786,18290,0.47333332896232605
1575522096.651309,18320,0.4533333480358124
1575522148.510343,18355,0.44999998807907104
1575522313.190139,18475,0.45500001311302185
1575522352.120442,18505,0.4449999928474426
1575522365.899826,18515,0.44333332777023315
1575522508.291925,18620,0.4300000071525574
1575522528.093752,18635,0.4166666567325592
1575522555.376699,18655,0.4050000011920929
1575522562.775851,18660,0.40666666626930237
1575522569.610694,18665,0.40166667103767395
1575522608.968815,18695,0.4099999964237213
1575522631.325388,18710,0.4216666519641876
1575522646.691504,18720,0.4266666769981384
1575522708.840376,18765,0.45500001311302185
1575522758.087429,18800,0.4449999928474426
1575522794.534121,18825,0.42500001192092896
1575522846.972815,18865,0.4266666769981384
1575522874.98002,18885,0.4449999928474426
1575522905.633616,18905,0.4516666531562805
1575522991.780078,18970,0.4483333230018616
1575523005.992013,18980,0.4583333432674408
1575523027.149563,18995,0.4449999928474426
1575523106.318254,19055,0.43666666746139526
1575523135.464941,19075,0.4300000071525574
1575523166.436612,19100,0.4449999928474426
1575523180.117529,19110,0.4466666579246521
1575523247.288327,19160,0.4466666579246521
1575523261.357304,19170,0.4483333230018616
1575523273.461423,19180,0.4466666579246521
1575523356.646397,19245,0.4216666519641876
1575523468.414078,19325,0.43166667222976685
1575523500.63448,19350,0.4350000023841858
1575523548.143933,19385,0.4350000023841858
1575523711.171493,19510,0.4516666531562805
1575523718.534622,19515,0.44999998807907104
1575523725.904714,19520,0.4449999928474426
1575523773.703238,19555,0.4566666781902313
1575523841.892879,19605,0.4533333480358124
1575523900.746953,19645,0.46166667342185974
1575523945.988256,19680,0.46833333373069763
1575523975.016009,19700,0.47833332419395447
1575524046.711491,19755,0.4516666531562805
1575524087.233428,19785,0.4449999928474426
1575524126.026328,19815,0.46000000834465027
1575524245.892287,19905,0.4650000035762787
1575524275.482798,19925,0.4566666781902313
1575524348.777955,19980,0.4350000023841858
1575524383.314503,20005,0.4399999976158142
1575524416.294485,20030,0.4416666626930237
1575524444.142499,20050,0.45500001311302185
1575524451.705052,20055,0.4566666781902313
1575524523.443474,20110,0.44999998807907104
1575524530.173469,20115,0.45500001311302185
1575524608.475401,20170,0.4399999976158142
1575524623.721649,20180,0.43833333253860474
1575524630.071081,20185,0.4416666626930237
1575524679.492135,20220,0.4449999928474426
1575524702.952101,20235,0.4533333480358124
1575524711.577478,20240,0.46000000834465027
1575524718.361766,20245,0.46666666865348816
1575524760.744828,20275,0.4449999928474426
1575524910.075738,20385,0.4399999976158142
1575525020.692222,20470,0.40833333134651184
1575525052.555531,20495,0.4166666567325592
1575525059.082154,20500,0.42500001192092896
1575525072.398008,20510,0.44999998807907104
1575525124.709954,20550,0.4449999928474426
1575525524.004422,20840,0.4699999988079071
1575525619.405735,20910,0.4466666579246521
1575525626.178086,20915,0.4483333230018616
1575525704.869097,20970,0.47333332896232605
1575525710.743158,20975,0.4716666638851166
1575525726.692421,20985,0.46833333373069763
1575525739.921117,20995,0.4716666638851166
1575525760.015277,21010,0.4699999988079071
1575525765.611598,21015,0.4716666638851166
1575525779.771936,21025,0.4583333432674408
1575525934.454437,21140,0.4350000023841858
1575525967.996104,21165,0.44333332777023315
1575525988.037929,21180,0.4399999976158142
1575526006.431222,21195,0.4449999928474426
1575526041.634534,21220,0.46166667342185974
1575526113.450942,21275,0.4516666531562805
1575526174.165351,21320,0.41999998688697815
1575526193.870915,21335,0.42500001192092896
1575526200.540614,21340,0.4266666769981384
1575526260.002931,21385,0.4266666769981384
1575526305.278318,21415,0.44999998807907104
1575526417.309407,21495,0.4566666781902313
1575526459.888421,21525,0.4466666579246521
1575526483.601511,21545,0.43666666746139526
1575526545.96015,21590,0.4566666781902313
1575526561.546189,21600,0.4516666531562805
1575526617.974301,21645,0.4650000035762787
1575526644.127789,21665,0.44333332777023315
1575526684.285687,21695,0.4333333373069763
1575526722.108284,21720,0.44333332777023315
1575526764.089307,21750,0.41333332657814026
1575526826.405374,21795,0.44333332777023315
1575526875.612603,21830,0.4283333420753479
1575526902.210086,21850,0.4466666579246521
1575526966.07026,21895,0.4350000023841858
1575527064.844574,21970,0.4399999976158142
1575527114.034575,22005,0.4333333373069763
1575527132.805296,22020,0.41999998688697815
1575527145.814836,22030,0.41499999165534973
1575527152.136867,22035,0.4266666769981384
1575527180.183658,22055,0.41499999165534973
1575527186.573262,22060,0.4166666567325592
1575527317.554566,22155,0.4933333396911621
