iteration,arrived,departed,steps,time
149,11.0,27.0,529.0,2019-12-11 11:03:42.792951
150,14.0,27.0,529.0,2019-12-11 11:03:52.421238
151,11.0,27.0,529.0,2019-12-11 11:04:02.285231
152,16.0,27.0,529.0,2019-12-11 11:04:10.120277
153,15.0,27.0,529.0,2019-12-11 11:04:20.174859
154,10.0,27.0,529.0,2019-12-11 11:04:32.606034
155,17.0,27.0,529.0,2019-12-11 11:04:44.170827
156,21.0,27.0,529.0,2019-12-11 11:04:53.644228
157,21.0,27.0,529.0,2019-12-11 11:05:01.581303
158,24.0,27.0,529.0,2019-12-11 11:05:07.477993
159,21.0,27.0,529.0,2019-12-11 11:05:14.933940
160,22.0,28.0,531.0,2019-12-11 11:05:30.555206
161,27.0,28.0,531.0,2019-12-11 11:05:36.611992
162,19.0,28.0,531.0,2019-12-11 11:05:45.028218
163,22.0,28.0,531.0,2019-12-11 11:05:52.519005
164,26.0,28.0,531.0,2019-12-11 11:06:00.263526
165,17.0,28.0,531.0,2019-12-11 11:06:07.717470
166,25.0,28.0,531.0,2019-12-11 11:06:12.375287
167,13.0,28.0,531.0,2019-12-11 11:06:20.111478
168,6.0,28.0,531.0,2019-12-11 11:06:34.377725
169,11.0,28.0,531.0,2019-12-11 11:06:46.243208
170,12.0,28.0,531.0,2019-12-11 11:06:55.118703
171,14.0,28.0,531.0,2019-12-11 11:07:10.671370
172,25.0,28.0,531.0,2019-12-11 11:07:20.959998
173,15.0,28.0,531.0,2019-12-11 11:07:29.064181
174,11.0,28.0,531.0,2019-12-11 11:07:37.476644
175,22.0,28.0,531.0,2019-12-11 11:07:44.383182
176,16.0,28.0,531.0,2019-12-11 11:07:52.556175
177,11.0,28.0,531.0,2019-12-11 11:08:04.851687
178,21.0,28.0,531.0,2019-12-11 11:08:13.033579
179,18.0,28.0,531.0,2019-12-11 11:08:22.712033
180,14.0,29.0,533.0,2019-12-11 11:08:34.066067
181,22.0,29.0,533.0,2019-12-11 11:08:45.368833
182,19.0,29.0,533.0,2019-12-11 11:08:54.458828
183,17.0,29.0,533.0,2019-12-11 11:09:03.455722
184,26.0,29.0,533.0,2019-12-11 11:09:11.117182
185,18.0,29.0,533.0,2019-12-11 11:09:18.548763
186,24.0,29.0,533.0,2019-12-11 11:09:26.578422
187,20.0,29.0,533.0,2019-12-11 11:09:32.363867
188,18.0,29.0,533.0,2019-12-11 11:09:41.093874
189,13.0,29.0,533.0,2019-12-11 11:09:51.638177
190,22.0,29.0,533.0,2019-12-11 11:09:58.950106
191,6.0,29.0,533.0,2019-12-11 11:10:10.089091
192,15.0,29.0,533.0,2019-12-11 11:10:18.415087
193,15.0,29.0,533.0,2019-12-11 11:10:26.247101
194,17.0,29.0,533.0,2019-12-11 11:10:33.867701
195,15.0,29.0,533.0,2019-12-11 11:10:47.801147
196,14.0,29.0,533.0,2019-12-11 11:10:57.379260
197,13.0,29.0,533.0,2019-12-11 11:11:08.430377
198,17.0,29.0,533.0,2019-12-11 11:11:18.406707
199,20.0,29.0,533.0,2019-12-11 11:11:25.912079
200,18.0,30.0,535.0,2019-12-11 11:11:43.095772
201,20.0,30.0,535.0,2019-12-11 11:11:51.684584
202,23.0,30.0,535.0,2019-12-11 11:11:58.667507
203,24.0,30.0,535.0,2019-12-11 11:12:05.573794
204,26.0,30.0,535.0,2019-12-11 11:12:12.267832
205,17.0,30.0,535.0,2019-12-11 11:12:22.202693
206,25.0,30.0,535.0,2019-12-11 11:12:32.729706
207,22.0,30.0,535.0,2019-12-11 11:12:41.732834
208,10.0,30.0,535.0,2019-12-11 11:12:53.293674
209,15.0,30.0,535.0,2019-12-11 11:13:07.749005
210,24.0,30.0,535.0,2019-12-11 11:13:15.930154
211,13.0,30.0,535.0,2019-12-11 11:13:28.357801
212,18.0,30.0,535.0,2019-12-11 11:13:38.620541
213,12.0,30.0,535.0,2019-12-11 11:13:51.157367
214,19.0,30.0,535.0,2019-12-11 11:14:04.875835
215,21.0,30.0,535.0,2019-12-11 11:14:13.344881
216,14.0,30.0,535.0,2019-12-11 11:14:21.150777
217,7.0,30.0,535.0,2019-12-11 11:14:36.995132
218,17.0,30.0,535.0,2019-12-11 11:14:49.283667
219,17.0,30.0,535.0,2019-12-11 11:15:00.770378

